"business_id","phone_number","name","full_address","latitude","longitude","review_count","rating","timezone","website","place_id","place_link","types","price_level","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","city","verified","photos","state","description"
"0x39eb190f4a71326b:0x1e54c69290d012c6","+97714534990","   ..","   ..,  , Kathmandu 44600, Nepal","27.7116758","85.3252053","176","3.7","Asia/Katmandu","https://kist.edu.np/","ChIJazJxSg8Z6zkRxhLQkJLGVB4","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb190f4a71326b:0x1e54c69290d012c6","College, Educational institution, Private college, University","","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipMt81hodeb7nPhGqeK82U6UhDAJe6v-06tLBs5N=w203-h135-k-no","Open . Closes 6 PM",""
"0x39eb199619c0bec7:0x138fa1cdaebdb9c5","+97714497515","K & K International College","M8QM+RWG K & K International College,   , Kathmandu 44600, Nepal","27.6895705","85.33484229999999","142","3.7","Asia/Katmandu","http://www.kandk.edu.np/","ChIJx77AGZYZ6zkRxbm9rs2hjxM","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb199619c0bec7:0x138fa1cdaebdb9c5","Private college, University","","6:30 AM-6:30 PM","6:30 AM-6:30 PM","6:30 AM-6:30 PM","6:30 AM-6:30 PM","6:30 AM-6:30 PM","6:30 AM-6:30 PM","Closed","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipMYtiTdYO8OYlYtgmfedrhFih_TLqm_IE4gx3d9=w203-h152-k-no","Open . Closes 6:30 PM",""
"0x39eb1908ed7fbacd:0x49b04b284da7a96f","+97714534088","IIMS College","IIMS College, Dhobidhara Marg, Kathmandu 44600, Nepal","27.7088432","85.32359369999999","121","4","Asia/Katmandu","http://iimscollege.edu.np/","ChIJzbp_7QgZ6zkRb6mnTShLsEk","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1908ed7fbacd:0x49b04b284da7a96f","Educational institution","","8 AM-5 PM","8 AM-5 PM","8 AM-5 PM","8 AM-5 PM","8 AM-5 PM","8 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipOPwNky0gukW2Q-AyP4DJ1XzlS8LkI2vHIchCGQ=w279-h100-k-no","Open . Closes 5 PM",""
"0x39eb199816daf677:0x1d40daf375581730","+97714574845","Apollo International College AIC","Apollo International College AIC,  , Kathmandu 44600, Nepal","27.694319","85.3352335","45","4.1","Asia/Katmandu","http://www.apollointcollege.edu.np/","ChIJd_baFpgZ6zkRMBdYdfPaQB0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb199816daf677:0x1d40daf375581730","College","","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipNT7llVre24PGH_KbXkOlRPrDop0mcj-y7IGUXe=w203-h152-k-no","Open . Closes 5 PM",""
"0x39eb19077ca219b7:0xcada8fb23a81a282","+9779851056705","Padmakanya Multiple Campus","Padmakanya Multiple Campus, Kathmandu 44600, Nepal","27.705773399999998","85.320826","335","4","Asia/Katmandu","https://pkmc.tu.edu.np/","ChIJtxmifAcZ6zkRgqKBOrKP2so","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19077ca219b7:0xcada8fb23a81a282","Women's college, College","","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","Closed","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipOaIvfbcuG4BW2gzJsbrzaS4nLCOtpQK4EPoD6T=w203-h114-k-no","Open . Closes 5 PM",""
"0x39eb194626470875:0x1eeb17e5be9a1697","","Nepal Block Islington College","P85G+CC8 Nepal Block Islington College, Kathmandu 44600, Nepal","27.7085427","85.3260681","1","5","Asia/Katmandu","","ChIJdQhHJkYZ6zkRlxaavuUX6x4","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb194626470875:0x1eeb17e5be9a1697","College","","","","","","","","","Kathmandu, Nepal","false","","",""
"0x39eb19a0ab44f839:0x21d0492e1239b492","+97714792063","YETI International College","YETI International College, Shram Marg, Kathmandu 44600, Nepal","27.687456299999997","85.329815","40","4.2","Asia/Katmandu","http://www.yetiinternationalcollege.edu.np/","ChIJOfhEq6AZ6zkRkrQ5Ei5J0CE","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19a0ab44f839:0x21d0492e1239b492","College","","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","Closed","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipNw1CjoAjrQfl_70pt-2xEYUAaTx19mHBmEhKWK=w203-h152-k-no","Open . Closes 6 PM",""
"0x39eb190525b85187:0x3d33ffe1b924d499","+97715321238","URBANA School of Science","URBANA School of Science, Kathmandu 44600, Nepal","27.7004831","85.3213772","25","4.2","Asia/Katmandu","http://www.urbana.edu.np/","ChIJh1G4JQUZ6zkRmdQkueH_Mz0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb190525b85187:0x3d33ffe1b924d499","College, Education center","","7 AM-6 PM","7 AM-6 PM","7 AM-6 PM","7 AM-6 PM","7 AM-6 PM","7 AM-6 PM","7 AM-6 PM","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipOgjQNjIAYGazAUdauBzZRbxJV-c_mycPsJKcYs=w203-h269-k-no","Open . Closes 6 PM",""
"0x39eb19006cd02949:0x4881aa9bd49284a","","New Kaushal college","M8JJ+56G New Kaushal college, Sankhamul Pul, Lalitpur 44600, Nepal","27.680442","85.3305714","","","Asia/Katmandu","","ChIJSSnQbAAZ6zkRSihJvakaiAQ","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19006cd02949:0x4881aa9bd49284a","College","","","","","","","","","Lalitpur, Nepal","false","","",""
"0x39eb190a692fc1c5:0xb1c8685679ee4aff","+97714537188","Mid-Valley International College","Mid-Valley International College, Gyaneshwor Marg, Kathmandu 44600, Nepal","27.706836199999998","85.33071009999999","68","4.6","Asia/Katmandu","https://www.midvalley.edu.np/","ChIJxcEvaQoZ6zkR_0rueVZoyLE","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb190a692fc1c5:0xb1c8685679ee4aff","College, Educational institution, Hotel management school","","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipNRrAT9S0rDZIOerZ2VNAYeMEvUIu01ZbxDexUB=w203-h270-k-no","Open . Closes 6 PM",""
"0x39eb1920143d3693:0xdccf7d0fae37b7cb","+97714412929","Islingtn College 'Alumni Block'","P85G+85X Islingtn College 'Alumni Block', Kathmandu 44600, Nepal","27.7083689","85.3254874","2","4","Asia/Katmandu","http://islington.edu.np/","ChIJkzY9FCAZ6zkRy7c3rg99z9w","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1920143d3693:0xdccf7d0fae37b7cb","College","","7 AM-4 PM","7 AM-4 PM","7 AM-4 PM","7 AM-4 PM","7 AM-4 PM","7 AM-4 PM","Closed","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipPiaoJ-FCJfm5ejlClT5OqaMgGEYRWwJh8Q8i0m=w203-h152-k-no","Open . Closes 4 PM",""
"0x39eb1957f94b933d:0x476210522daba206","+97715344474","St. Xavier's College - Loyola Campus","St. Xavier's College - Loyola Campus, Kathmandu 44600, Nepal","27.6918652","85.3210033","10","4","Asia/Katmandu","https://loyola.sxc.edu.np/","ChIJPZNL-VcZ6zkRBqKrLVIQYkc","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1957f94b933d:0x476210522daba206","College","","8:45 AM-12:45 PM","8:45 AM-3:45 PM","8:45 AM-3:45 PM","8:45 AM-3:45 PM","8:45 AM-3:45 PM","8:45 AM-3:45 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipOKrlEwVIZc2N422cijGpbz8Q71t0xmsQtRLLkT=w203-h152-k-no","Open . Closes 3:45 PM",""
"0x39eb1999baff468b:0xad622d4a19ed9016","+97714786399","Welhams College","Welhams College, Kathmandu 44600, Nepal","27.6866366","85.3280041","9","3.6","Asia/Katmandu","","ChIJi0b_upkZ6zkRFpDtGUotYq0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1999baff468b:0xad622d4a19ed9016","College","","","","","","","","","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipPWUeRHyb4wmXig037GgWkJO15PaBPzKA4yNMVE=w203-h270-k-no","",""
"0x39eb190826089ae1:0x2b3cd24540068c44","+97714418869","CBM College","P84G+8PP CBM College, Kathmandu 44600, Nepal","27.7058432","85.3268193","69","4.6","Asia/Katmandu","http://www.cbm.edu.np/","ChIJ4ZoIJggZ6zkRRIwGQEXSPCs","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb190826089ae1:0x2b3cd24540068c44","Management school, Business school, University","","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","Closed","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipO0uMwvEPGmm-8sCi3VFTVNCVRLOoHZHf3edDI2=w203-h304-k-no","Open . Closes 6 PM",""
"0x39eb197111f7de93:0x7cb07f179b27b6e5","+97714478687","Brilliant Multiple College","P87R+JCW Brilliant Multiple College, Sifal, Kathmandu 44600, Nepal","27.714114","85.341065","81","3.9","Asia/Katmandu","https://brilliant.edu.np/","ChIJk973EXEZ6zkR5bYnmxd_sHw","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb197111f7de93:0x7cb07f179b27b6e5","College, Private college","","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","Closed","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipNRzwWt21t4sb87LnLWFs1FSPhfUtg-Ol2fTtFS=w203-h182-k-no","Open . Closes 5 PM",""
"0x39eb19cd9788a53d:0xd2b97de3b46dbd64","+97714471579","HICOLE ( Himalayan College of Learning Excellence)","P86Q+2GF HICOLE ( Himalayan College of Learning Excellence),  , Kathmandu 44602, Nepal","27.7100537","85.3389148","5","4.8","Asia/Katmandu","http://www.hicolecollege.edu.np/","ChIJPaWIl80Z6zkRZL1ttON9udI","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19cd9788a53d:0xd2b97de3b46dbd64","College","","7 AM-2:30 PM","7 AM-2:30 PM","7 AM-2:30 PM","7 AM-2:30 PM","7 AM-2:30 PM","7 AM-2:30 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipP6WZ8TbEHiMrk8J1viEdSvS9YDQf7Hng58gDfi=w203-h114-k-no","Open . Closes 2:30 PM",""
"0x39eb190a74aa1f23:0x74ebef82ad0e5c15","+97714537385","Softwarica College of IT and E-Commerce","P84J+CH4 Softwarica College of IT and E-Commerce, Mahakavi Marg, Kathmandu 44600, Nepal","27.7061384","85.3299792","245","3.7","Asia/Katmandu","https://softwarica.edu.np/","ChIJIx-qdAoZ6zkRFVwOrYLv63Q","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb190a74aa1f23:0x74ebef82ad0e5c15","College, Private college, Technical university","","7 AM-5 PM","8 AM-9 PM","7 AM-9 PM","7 AM-5 PM","7 AM-10 PM","7 AM-9 PM","Closed","Kathmandu, Nepal","true","https://lh3.googleusercontent.com/gps-proxy/ALd4DhE7toJN2MbP2byfM3HdWUH9MD7WznALf54AxnBsLL33cv5q6NqUlKUV22TlA7SjPcsOVU5bhasGVa9_-NjeLCRe4x28_mQ-CVck_Wj5Iie2kXkkCzd60XVg-__Fun4QqKV_RPsonPqZTx8qBPQEgCieM6VuRo-KEsE9mjpl8mW97AStzI2_6Vnq8HZ4cHRDQQDtzqw=w203-h114-k-no","Open . Closes 9 PM",""
"0x39eb19923eaf34e3:0x2afee2659afe2a50","+97714107657","Glacier HS School/College","Glacier HS School/College, Alok Nagar Marg, Kathmandu 44600, Nepal","27.6875088","85.3430521","5","4.4","Asia/Katmandu","","ChIJ4zSvPpIZ6zkRUCr-mmXi_io","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19923eaf34e3:0x2afee2659afe2a50","College","","Closed","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipPDt9ip4fCSXS0OKJnWLiAuqd-Sv06dsAV_Suj7=w203-h270-k-no","Open . Closes 6 PM",""
"0x39eb1920c91f211f:0x90460c640d0da920","+97715346070","Divya Gyan College","Divya Gyan College, Putalisadak Kathmandu-29, Kathmandu, Nepal","27.707371499999997","85.3220137","50","4.4","Asia/Katmandu","https://divyagyan.edu.np/","ChIJHyEfySAZ6zkRIKkNDWQMRpA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1920c91f211f:0x90460c640d0da920","Education center","","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipMaQjhoTYfSnkSisJ2XxiJQLjAd-hNwv96cdrkp=w203-h135-k-no","Open . Closes 6 PM",""
"0x39eb19481bad04cf:0xf5acd7c864602fd4","+97714790030","V. S. International College","M8PQ+Q3H V. S. International College, Minbhawan, Kathmandu 44600, Nepal","27.686939499999998","85.3377344","2","3","Asia/Katmandu","http://vsic.edu.np/","ChIJzwStG0gZ6zkR1C9gZMjXrPU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19481bad04cf:0xf5acd7c864602fd4","College","","6 AM-4 PM","6 AM-4 PM","6 AM-4 PM","6 AM-4 PM","6 AM-4 PM","6 AM-4 PM","6 AM-4 PM","Kathmandu, Nepal","false","","Open . Closes 4 PM",""
"0x39eb192d21eae127:0x9faff8c8df5c1f06","+97714593862","Seed Financial Academy - New Baneshwor ( First Platinum Approved ACCA College)","Seed Financial Academy - New Baneshwor ( First Platinum Approved ACCA College), Opposite to K & K College,   , Kathmandu 44600, Nepal","27.6901019","85.33476859999999","13","4.7","Asia/Katmandu","http://www.seedfinancial.edu.np/","ChIJJ-HqIS0Z6zkRBh9c38j4r58","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb192d21eae127:0x9faff8c8df5c1f06","College","","6:30 AM-5 PM","6 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipMLtZDKE2cGw4TdQW76EJe1IF_N13gAlMheqk-n=w203-h270-k-no","Open . Closes 5 PM",""
"0x39eb199bc3725273:0x2237abfde1ac9646","+97714579939","Kantipur College of Management and Information Technology","Kantipur College of Management and Information Technology, Basuki Marg, Kathmandu 44600, Nepal","27.6985003","85.3407015","92","4.1","Asia/Katmandu","http://www.kcmit.edu.np/","ChIJc1Jyw5sZ6zkRRpas4f2rNyI","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb199bc3725273:0x2237abfde1ac9646","Private college, Educational institution","","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipOcaB6tnrXEn_YHMRpCatfW38SqcR9PO2e-d95A=w203-h135-k-no","Open . Closes 5 PM",""
"0x39eb199c53fb40c5:0xd5691438b750563a","+97714471130","College of Development Studies (CDS)","M8XR+9VR College of Development Studies (CDS), Basuki Marg, Kathmandu 44600, Nepal","27.6984919","85.34214639999999","1","3","Asia/Katmandu","","ChIJxUD7U5wZ6zkROlZQtzgUadU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb199c53fb40c5:0xd5691438b750563a","College","","6 AM-1 PM","6 AM-1 PM","6 AM-1 PM","6 AM-1 PM","6 AM-1 PM","6 AM-1 PM","Closed","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipNO4Eeo_1bCd8gZm7iTPG41sS3javwIBmHK3jMa=w203-h361-k-no","Open . Closes 1 PM",""
"0x23bb4647745b3c5:0x188d79956864ba46","+9779801878100","Techspire College","Techspire College, Kathmandu 44600, Nepal","27.687426799999997","85.3349549","14","4.7","Asia/Katmandu","https://www.techspire.edu.np/","ChIJxbNFd2S0OwIRRrpkaJV5jRg","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x23bb4647745b3c5:0x188d79956864ba46","Educational institution","","6 AM-8 PM","6 AM-8 PM","6 AM-8 PM","6 AM-8 PM","6 AM-8 PM","6 AM-8 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipN9hRN_DC1fFZRMFDs8kZfoIV5DvRsqit4t1s2R=w203-h114-k-no","Open . Closes 8 PM",""
"0x39eb191c7109feab:0x955c328f3a35391c","+97714598528","Shubhashree College of Management","Shubhashree College of Management, Opposite to Eyeplex Mall, Kathmandu 44600, Nepal","27.6928631","85.3358951","33","4.2","Asia/Katmandu","https://www.shubhashreecollege.com/","ChIJq_4JcRwZ6zkRHDk1Oo8yXJU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb191c7109feab:0x955c328f3a35391c","College","","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipMXQQEBH8KYxz351o1djOXB8oXX5u6xARIVjIXB=w203-h152-k-no","Open . Closes 5 PM",""
"0x39eb1997f116c721:0x1dcbad6566b14e1c","+97714462170","  ","  ,  , Kathmandu 44600, Nepal","27.693555","85.33496939999999","50","3.7","Asia/Katmandu","","ChIJIccW8ZcZ6zkRHE6xZmWtyx0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1997f116c721:0x1dcbad6566b14e1c","Private college, University","","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipOdT0d1Ge_SiWOYXsORWRpx8nzOdbbkkmjm2cSD=w203-h152-k-no","Open . Closes 5 PM",""
"0x39eb1984f81bcf85:0x1cc63e10b0da9d09","","Lincoln International College","P86F+R2X Lincoln International College, Kathmandu 44600, Nepal","27.7121116","85.32259789999999","2","5","Asia/Katmandu","","ChIJhc8b-IQZ6zkRCZ3asBA-xhw","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1984f81bcf85:0x1cc63e10b0da9d09","College","","","","","","","","","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipO3O2AyhRQZ47uorlBl16yp-2A6NkFa1Se6dyXh=w203-h114-k-no","",""
"0x39eb19f244327425:0xc42ae198288ae25b","+97714610295","Himalaya College","M8HW+PJ2 Himalaya College, Mahadevsthan Marg Chowk, Kathmandu 44600, Nepal","27.679661499999998","85.3470285","107","4.1","Asia/Katmandu","http://www.himalayacollege.com/","ChIJJXQyRPIZ6zkRW-KKKJjhKsQ","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19f244327425:0xc42ae198288ae25b","Private college, University","","6 AM-4 PM","6 AM-4 PM","6 AM-4 PM","6 AM-4 PM","6 AM-4 PM","6 AM-4 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipPr07TQc9cFd7wv-m4Kkj326lDiQk9HcyuX5nCQ=w203-h114-k-no","Open . Closes 4 PM",""
"0x39eb19b5ad9b8dff:0x12a4b82675e789a3","+97715181033","Patan College For Professional Studies","Patan College For Professional Studies, Kupondole Rd 162, Patan 44700, Lalitpur 44700, Nepal","27.6844602","85.317011","71","4.3","Asia/Katmandu","http://www.patancollege.edu.np/","ChIJ_42brbUZ6zkRo4nndSa4pBI","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19b5ad9b8dff:0x12a4b82675e789a3","College, University","","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","Closed","Lalitpur, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipOjnRnOj9kUPVtKtlsKRvME47LFXGPnCjCDkQ0=w203-h150-k-no","Open . Closes 5 PM",""
"0x39eb198e9b294691:0xb0350c4c4cdf778f","+97714620310","Baneshwor Multiple Campus","Baneshwor Multiple Campus, Kathmandu 44600, Nepal","27.6888212","85.347623","195","3.8","Asia/Katmandu","http://www.baneshworcampus.edu.np/","ChIJkUYpm44Z6zkRj3ffTEwMNbA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb198e9b294691:0xb0350c4c4cdf778f","Government college, Community college, University","","5 AM-7 PM","5 AM-7 PM","5 AM-7 PM","5 AM-7 PM","5 AM-7 PM","5 AM-7 PM","Closed","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipNEiLIkhMLfqDGfaOZQRUSiM9pRa3X2MDhpr0GD=w203-h152-k-no","Open . Closes 7 PM",""
"0x39eb19ca771e9e55:0xc94f84d1f057520f","+97715268890","Nagarjuna College of IT","Nagarjuna College of IT, Bangalamukhi-Sankhamul Rd, Lalitpur 44600, Nepal","27.679802799999997","85.3298751","157","3.4","Asia/Katmandu","http://nagarjunacollege.edu.np/","ChIJVZ4ed8oZ6zkRD1JX8NGET8k","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19ca771e9e55:0xc94f84d1f057520f","Technical school, Education center","","6:25 AM-4:45 PM","6:25 AM-4:45 PM","6:25 AM-4:45 PM","6:25 AM-4:45 PM","6:25 AM-4:45 PM","6:25 AM-4:45 PM","9 AM-4 PM","Lalitpur, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipMUCeEQp9ifrMiWZ-8yWVz3jW5Kh5gjYRMR2Wbs=w203-h269-k-no","Open . Closes 4:45 PM",""
"0x39eb1999b97d8fa3:0xb86724527dba3434","+97714464524","Kathmandu Merryland College","Kathmandu Merryland College, Anup Marg, Kathmandu 44600, Nepal","27.686680799999998","85.3374508","","","Asia/Katmandu","","ChIJo499uZkZ6zkRNDS6fVIkZ7g","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1999b97d8fa3:0xb86724527dba3434","College","","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","Closed","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipMR7NSNSypGREBm326aXemjCfhugYkjJqKQ2LGl=w222-h100-k-no","Open . Closes 5 PM",""
"0x39eb19bbe4599e13:0x5036ee3b31efe7a5","+97714795051","Kadambari Memorial College","Kadambari Memorial College, Shram Marg, Kathmandu 44600, Nepal","27.687202799999998","85.32897129999999","14","3.5","Asia/Katmandu","http://kadambari.edu.np/","ChIJE55Z5LsZ6zkRpefvMTvuNlA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19bbe4599e13:0x5036ee3b31efe7a5","College","","7 AM-4 PM","7 AM-4 PM","7 AM-4 PM","7 AM-4 PM","7 AM-4 PM","7 AM-4 PM","Closed","Kathmandu, Nepal","true","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEjGsX70lv-0TU_5ih7cy5qEjPD_Y_Dpayaq8Xw05Qiah5iOjITr83cfIByPAutot4jm64zJZNtk41eOQFG7A6kkhjk1se41ryByN3pT_MOqagVdVEa8JjHEjl6jM1VuKPF8tRUrSpnWnEyV-e7jfA-BZBEYrMAF4VH2k9tqEfLWQ_st6kfpfTQVT9FiWKRMpB5xoc=w203-h114-k-no","Open . Closes 4 PM",""
"0x39eb198e03f98db9:0xda0b0ce808e250ef","+97714106669","Shree College of Management,","Shree College of Management,, Alok Tara Marg, Kathmandu 44600, Nepal","27.6861265","85.3420124","24","4.4","Asia/Katmandu","http://www.shreecollege.edu.np/","ChIJuY35A44Z6zkR71DiCOgMC9o","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb198e03f98db9:0xda0b0ce808e250ef","College","","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipNvzeY_2yp3RnuJlB7yShpXgDfd0CNmSoW74E1J=w203-h146-k-no","Open . Closes 5 PM",""
"0x39eb19eb59fd1565:0xf2e0e0ad5ca1f9e8","","British Model College","M8HG+QG2 British Model College, Lalitpur 44600, Nepal","27.679376899999998","85.3262573","44","4.6","Asia/Katmandu","http://thebritishcollege.edu.np/","ChIJZRX9WesZ6zkR6PmhXK3g4PI","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19eb59fd1565:0xf2e0e0ad5ca1f9e8","College","","9:20 AM-4:20 PM","9:20 AM-4:20 PM","9:20 AM-4:20 PM","9:20 AM-4:20 PM","9:20 AM-4:20 PM","9:20 AM-4:20 PM","Closed","Lalitpur, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipO9ktHWEcu2DGih92gGZPdwFdcnU0hl8OX64kcI=w203-h114-k-no","Open . Closes 4:20 PM",""
"0x39eb19957c935b35:0x75b06ec216c597d5","+97714783874","Holy Vision Technical Campus","Holy Vision Technical Campus, Thapagaun Marg, Kathmandu 44600, Nepal","27.690557499999997","85.3348359","24","3.5","Asia/Katmandu","http://www.holyvisioncampus.edu.np/","ChIJNVuTfJUZ6zkR1ZfFFsJusHU","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19957c935b35:0x75b06ec216c597d5","College","","7 AM-4:30 PM","7 AM-4:30 PM","7 AM-4:30 PM","7 AM-4:30 PM","7 AM-4:30 PM","7 AM-4:30 PM","Closed","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipNiSegpE2RIRcXSl5SV6aRFgT1YCbvuwRAS7hMg=w203-h135-k-no","Open . Closes 4:30 PM",""
"0x39eb1942a5ded69f:0x74173d31b7bbadc6","+97714117967","AVS College","AVS College, Kathmandu 44600, Nepal","27.691420599999997","85.35075069999999","52","4.9","Asia/Katmandu","","ChIJn9bepUIZ6zkRxq27tzE9F3Q","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1942a5ded69f:0x74173d31b7bbadc6","College","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipPLREEsZGI23GTdnpBXfcEnrAzDNPlK4M1V4iI_=w203-h270-k-no","Open 24 hours",""
