"business_id","phone_number","name","full_address","latitude","longitude","review_count","rating","timezone","website","place_id","place_link","types","price_level","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","city","verified","photos","state","description"
"0x39eb19a8f906805d:0x3eab4e159b4eff1a","+97725523262","Sunsari Technical College","P82C+WPP Sunsari Technical College, Kathmandu 44600, Nepal","27.702327999999998","85.3218409","1","5","Asia/Katmandu","http://www.stc.edu.np/","ChIJXYAG-agZ6zkRGv9OmxVOqz4","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19a8f906805d:0x3eab4e159b4eff1a","College","","","","","","","","","Kathmandu, Nepal","false","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEAXh2TnVUb5kgaVYzEBnzwmzDrIy6k9sqGEI_FonnWUQzNdkeWdAuvMU2gBcF_KjUme2UNpdYIVDw9n3Gp43GLzzaO9UN6Mo7KDNIWYtz7BUZkvybnLDtx4KXfqMNV_mtt70acmSO_8UAMN-B4Lg7qm0_8DfVERJhzgCRIBKiKyhAbSWFg3pOUzAmUhIF7v_SheQ=w203-h152-k-no","",""
"0x39eb198c3396ccc9:0x9f8d87aa236a99bf","+97715326284","Himalayan WhiteHouse International College, Putalisadak","Himalayan WhiteHouse International College, Putalisadak,  , Kathmandu 44600, Nepal","27.7000198","85.32059919999999","136","4","Asia/Katmandu","https://whitehousecmt.edu.np/","ChIJycyWM4wZ6zkRv5lqI6qHjZ8","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb198c3396ccc9:0x9f8d87aa236a99bf","Private college","","6:30 AM-5:30 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-5 PM","Kathmandu, Nepal","true","https://lh3.googleusercontent.com/gps-proxy/ALd4DhEWiPa_VMyjcmwhk4mp3La2-mYMs-Ua8USG1Dq3giafab4s8oMNXxLkB7MsfdwavSoLQTwO2VSUB06iIvaC9Z6rpD7_xhjNb2GEd8iqoBDwewuNyDIAkBoKlbUE8LelRmgVJVJXqQcWaLhYu8x4RwX7MGpJT25CDshC_xZc-8vX0I85xd7hmKt9OzgHqhTooM6EObQ=w203-h152-k-no","Open . Closes 6 PM",""
"0x39eb19a844bbd88b:0x76463be34006c725","+97715245126","Certified College of Accountancy(CCA)- Platinum Approved ACCA College","Certified College of Accountancy(CCA)- Platinum Approved ACCA College, Thapagaun, Kathmandu (200m ahead of, Kathmandu 44600, Nepal","27.691872999999998","85.3308752","113","4.8","Asia/Katmandu","http://www.cca.edu.np/","ChIJi9i7RKgZ6zkRJccGQOM7RnY","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19a844bbd88b:0x76463be34006c725","College","","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipN5q4uDQhXvPAI9OU0grt9U4V4sEByzGW9RNAYr=w203-h152-k-no","Open . Closes 6 PM",""
"0x39eb1984f9f4839f:0x5e409a1e6d9b9d28","+97714110590","Nobel College","Nobel College, Sinamangal Rd, Kathmandu 44600, Nepal","27.698129899999998","85.34693299999999","123","3.7","Asia/Katmandu","https://nobelcollege.edu.np/","ChIJn4P0-YQZ6zkRKJ2bbR6aQF4","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1984f9f4839f:0x5e409a1e6d9b9d28","College, Private college","","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-4 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipPI4lv-Mwfb2T0pMLY2sAoyMC2cOwdzbiI-Gx7q=w203-h152-k-no","Open . Closes 4 PM",""
"0x39eb19efc2095609:0x8df76accdae7f4d8","+97715100423","Capital College & Research Center","M8CW+JJM Capital College & Research Center, Surya Kot Marg 35, Kathmandu 44600, Nepal","27.672783199999998","85.3436826","374","3.8","Asia/Katmandu","http://www.ccrc.edu.np/","ChIJCVYJwu8Z6zkR2PTn2sxq940","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19efc2095609:0x8df76accdae7f4d8","Private college, College","","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipMpV5_AyuEP54vkgEbMmv8OYlAVfcscdh7vgzrZ=w203-h134-k-no","Open . Closes 5 PM",""
"0x39eb19994f891267:0xba461817bec7aff2","+97714465705","Rajdhani Model college","Rajdhani Model college, Pipal Bot Marg, Kathmandu 44600, Nepal","27.700549199999998","85.3404211","38","3.8","Asia/Katmandu","http://rmccollege.edu.np/","ChIJZxKJT5kZ6zkR8q_HvhcYRro","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19994f891267:0xba461817bec7aff2","Educational institution","","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipPqncBLyeae3R8pr0p9cWSHgCsaoQgylOmDmdKl=w203-h114-k-no","Open . Closes 6 PM",""
"0x39eb197f1661da6f:0xa34ab16f3f489a43","","Shikhar International College","Shikhar International College, Suruchi Marga, Kathmandu 44600, Nepal","27.6868102","85.3357382","","","Asia/Katmandu","http://www.scollege.edu.np/","ChIJb9phFn8Z6zkRQ5pIP2-xSqM","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb197f1661da6f:0xa34ab16f3f489a43","College","","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","6:30 AM-6 PM","Kathmandu, Nepal","true","","Open . Closes 6 PM",""
"0x39eb1950da364943:0xd039def535a9e16b","+97714107044","Nepal Commerce Campus (NCC College), Minbhawan","M8PQ+555 Nepal Commerce Campus (NCC College), Minbhawan, Kathmandu 44600, Nepal","27.6853967","85.33797","2","4.5","Asia/Katmandu","","ChIJQ0k22lAZ6zkRa-GpNfXeOdA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1950da364943:0xd039def535a9e16b","Educational institution","","6:30 AM-7:30 PM","6:30 AM-7:30 PM","6:30 AM-7:30 PM","6:30 AM-7:30 PM","6:30 AM-7:30 PM","6:30 AM-7:30 PM","Closed","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipNF493WF_UdRrNBVGyG42ZAE5tp63tFwDN-Uypi=w203-h114-k-no","Open . Closes 7:30 PM",""
"0x39eb1987c933bad9:0x3f17928e7bf5c55a","+97714495165","GoldenGate International College","GoldenGate International College, Wisdom Tower, Trikuti Colony, Kathmandu 44600, Nepal","27.703613599999997","85.34021469999999","435","3.8","Asia/Katmandu","http://goldengate.edu.np/","ChIJ2bozyYcZ6zkRWsX1e46SFz8","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1987c933bad9:0x3f17928e7bf5c55a","Private college, Educational institution","","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipND1aPMTh25-wYToLPPbuAcrNDt8MBcq_ssTl7B=w203-h270-k-no","Open . Closes 5 PM",""
"0x39eb199528bb941d:0xfb12c0b730d1cc43","+97715909491","Himalayan College of Geomatic Engineering and Land Resource Management. (GIT)","Himalayan College of Geomatic Engineering and Land Resource Management. (GIT), Kathmandu 44600, Nepal","27.6872015","85.32371979999999","19","4.6","Asia/Katmandu","","ChIJHZS7KJUZ6zkRQ8zRMLfAEvs","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb199528bb941d:0xfb12c0b730d1cc43","Engineering school","","6 AM-2 PM","6 AM-2 PM","6 AM-2 PM","Closed","6 AM-2 PM","6 AM-2 PM","6 AM-2 PM","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipOBA_rcP8W1ieMx0OMWfAdT9_szaCaMHYdtpdrG=w203-h152-k-no","Open . Closes 2 PM",""
"0x39eb199b1aaf6fc9:0x4455e1a7d88e8db3","+97714116177","  ","  , Sinamangal Rd Basuki Marga, Kathmandu 44600, Nepal","27.697933799999998","85.3426388","31","4.2","Asia/Katmandu","","ChIJyW-vGpsZ6zkRs42O2KfhVUQ","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb199b1aaf6fc9:0x4455e1a7d88e8db3","Private college","","Closed","Closed","Closed","Closed","Closed","9 AM-5 PM","9 AM-5 PM","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipPXXOArOBU3PBqZkTjmGZUxGZwzn2y-xVodPc6H=w203-h152-k-no","Open . Closes 5 PM",""
"0x39eb199d3fd576b9:0xb698f628106fc37c","+97714470906","All Nepal College of Technical Education","P83V+Q8V All Nepal College of Technical Education, Battisputali Rd, Kathmandu 44600, Nepal","27.704476","85.34330729999999","17","3.8","Asia/Katmandu","","ChIJuXbVP50Z6zkRfMNvECj2mLY","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb199d3fd576b9:0xb698f628106fc37c","Educational institution","","","","","","","","","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipPW8ygEREYknoSaI8B5-SP-8_SZkOjrRTM3hhYZ=w310-h100-k-no","",""
"0x39eb19a99dec3757:0xec719e3b5a6f324e","+97714223706","Ratna Rajya Campus (Nepal Manabiki Campus)","P839+5X7 Ratna Rajya Campus (Nepal Manabiki Campus), Kathmandu 44600, Nepal","27.702914099999997","85.31992509999999","7","4","Asia/Katmandu","","ChIJVzfsnakZ6zkRTjJvWjuecew","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19a99dec3757:0xec719e3b5a6f324e","Government college","","","","","","","","","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipPNiuMrV8g9NMZCci840o2Z4xaVwjJSAu33jBvG=w203-h152-k-no","",""
"0x39eb1999ce231acd:0xef773857c30983e2","+97714531725","Sunway College Kathmandu","P84M+7QG Sunway College Kathmandu, Maiti Devi Marg, Kathmandu 44600, Nepal","27.7055835","85.3343087","128","4.5","Asia/Katmandu","https://sunway.edu.np/","ChIJzRojzpkZ6zkR4oMJw1c4d-8","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1999ce231acd:0xef773857c30983e2","College","","7 AM-5:30 PM","7 AM-5:30 PM","7 AM-5:30 PM","7 AM-5:30 PM","7 AM-5:30 PM","7 AM-5:30 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipMRiXj_pZBgAdc_XY5alKDZen80EX_OuquZg9lg=w203-h152-k-no","Open . Closes 5:30 PM",""
"0x39eb1907be4b5331:0x9ffb87cd345e7141","+97715339740","Colleges Nepal","Colleges Nepal, Kathmandu 44600, Nepal","27.7077937","85.32182999999999","9","4.4","Asia/Katmandu","http://www.collegesnepal.com/","ChIJMVNLvgcZ6zkRQXFeNM2H-58","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1907be4b5331:0x9ffb87cd345e7141","Information services, Entertainer","","7 AM-8 PM","7 AM-8 PM","7 AM-8 PM","7 AM-8 PM","7 AM-8 PM","7 AM-8 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipPog1oYyQfsJ6LXsiD7028Ocnwkjtzh4U_29VGY=w203-h114-k-no","Open . Closes 8 PM",""
"0x39eb19b08fdc65bf:0xe2430b24c43c2cf0","+9779808677419","Polygon college","Polygon college, Babarmahal-11, Kathmandu 44600, Nepal","27.690083899999998","85.3232578","6","4.3","Asia/Katmandu","http://www.polygon.edu.np/","ChIJv2Xcj7AZ6zkR8Cw8xCQLQ-I","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19b08fdc65bf:0xe2430b24c43c2cf0","School","","7:30 AM-6:30 PM","7:30 AM-6:30 PM","7:30 AM-6:30 PM","7:30 AM-6:30 PM","7:30 AM-6:30 PM","7:30 AM-6:30 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipNESTqTnh7JvAmb77r8b8z915yKzVd-IYZCKALz=w222-h100-k-no","Open . Closes 6:30 PM",""
"0x39eb1900250a59cf:0x45535f7a90908d15","+9779828084841","Kathmandu national media college","P82H+H2V Kathmandu national media college, Kathmandu 44600, Nepal","27.701481599999997","85.3275462","3","5","Asia/Katmandu","","ChIJz1kKJQAZ6zkRFY2QkHpfU0U","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1900250a59cf:0x45535f7a90908d15","College","","","","","","","","","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipMp1shUbmdRmbNLoOcVbEc-eheXSULk8HE6Fg9b=w203-h126-k-no","",""
"0x39eb1973a6729c41:0x72a591f5f27acf9","+97714439471","Xavier International College","Xavier International College, Kalopul, Kathmandu 44601, Nepal","27.7140842","85.3372175","349","3.5","Asia/Katmandu","","ChIJQZxypnMZ6zkR-awnXx9ZKgc","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1973a6729c41:0x72a591f5f27acf9","Private college, Graduate school","","","","","","","","","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipNO4u-N6On-Sf4mJhdhqkvvy0K5TXdSbJxgEPMc=w203-h270-k-no","",""
"0x39eb19b7a6ab682b:0xa629a76b54902ab","+97715526836","Asian College of Medical Science & Technology","M8MC+VW8 Asian College of Medical Science & Technology, Lalitpur 44600, Nepal","27.6846587","85.32234009999999","18","4.3","Asia/Katmandu","https://acmst.edu.np/","ChIJK2irprcZ6zkRqwJJtXaaYgo","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19b7a6ab682b:0xa629a76b54902ab","College","","","","","","","","","Lalitpur, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipNYi0Lmf2qpjuFju8RJZAN9HSEJ6NqoKaFuy5vS=w203-h151-k-no","",""
"0x39eb19bebc9760ab:0x7de91e9928323c52","+97714107817","Glacier International School","M8QV+8XG Glacier International School, Siddhicharan Marg, Kathmandu 44600, Nepal","27.688300899999998","85.34496829999999","55","3.7","Asia/Katmandu","http://www.glaciercollege.edu.np/","ChIJq2CXvL4Z6zkRUjwyKJke6X0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19bebc9760ab:0x7de91e9928323c52","College","","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","6 AM-6 PM","Closed","Kathmandu, Nepal","false","https://lh3.googleusercontent.com/gps-proxy/ALd4DhHfokhYibrPS3H5TnXACL_X3iw-a7IRv-ZUIxHqRgLZCtuVnMV-ntyJFag-0Hc2R3qZ6K-MBeM7ZRdvtolARVs8nLsvEG3T8T45JSdrDudAfBUHwJQpjerWsD70j_7_AmLtKULe2Yw5aD6GDZag4OBrQOrHlaDbdWma1BiebHWwl2hraGJTeEF158dBVFQpXkYWD1s=w203-h114-k-no","Open . Closes 6 PM",""
"0x39eb19743ca7d5d5:0xd4e7d704a85c2a6b","+97714564150","Mmist","Mmist, Kalopul, sifal kalopul, Kathmandu 44602, Nepal","27.710072","85.3387817","34","3.2","Asia/Katmandu","","ChIJ1dWnPHQZ6zkRaypcqATX59Q","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19743ca7d5d5:0xd4e7d704a85c2a6b","Community college","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Closed","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipM9UOgw4wa8WB9W-x7cjHRr_UiypxuKGpHYB1Jt=w203-h152-k-no","Open . Closes 12 AM",""
"0x39eb19e23d2ec347:0x9cc7386d3ebf2e97","+97714111899","Vs niketan college","M8PV+6GX Vs niketan college, Kuleshwor Awas Sadak, Kathmandu 44600, Nepal","27.685616699999997","85.3438474","29","3.6","Asia/Katmandu","","ChIJR8MuPeIZ6zkRly6_Pm04x5w","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19e23d2ec347:0x9cc7386d3ebf2e97","College","","","","","","","","","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipNVOASVmMpmoe3_vfVyYQfVtgpCqybxvQv59k_K=w205-h100-k-no","",""
"0x39eb1906ed741957:0x773c3b2dde299876","+97714795808","Chakrabarti College of English Language and Literature","M8RH+GQ2 Chakrabarti College of English Language and Literature, Bijuli Bajar Bridge, Kathmandu 44600, Nepal","27.6912628","85.32937659999999","1","5","Asia/Katmandu","","ChIJVxl07QYZ6zkRdpgp3i07PHc","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1906ed741957:0x773c3b2dde299876","College","","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","Closed","Kathmandu, Nepal","false","","Open . Closes 5 PM",""
"0x39eb18fc9a83c0cd:0xc0495456663927d4","+97715351711","National College of Computer Studies","National College of Computer Studies, Paknajol Marg, Kathmandu 21010, Nepal","27.714710999999998","85.3090079","196","3.9","Asia/Katmandu","http://www.nccs.edu.np/","ChIJzcCDmvwY6zkR1Cc5ZlZUScA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb18fc9a83c0cd:0xc0495456663927d4","College","","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipNjghMgBD2vOWN0dCqdNVIfWoKpS4xvxKC3RxOV=w203-h135-k-no","Open . Closes 5 PM",""
"0x39eb1907528bb9eb:0x89d337fd1d83914a","+97714466313","Kathmandu School of Medical Technology","P849+CJ6 Kathmandu School of Medical Technology, Pashupati Sadak, Kathmandu 44600, Nepal","27.7060258","85.3190065","15","4.5","Asia/Katmandu","","ChIJ67mLUgcZ6zkRSpGDHf0304k","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1907528bb9eb:0x89d337fd1d83914a","College","","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","Closed","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipPWaSbnvnoMQ7w0-fQI0sCQgJYmdu7mIs0FkbrY=w203-h203-k-no","Open . Closes 5 PM",""
"0x39eb19c53a537737:0xa779421b68e0985e","+97715181198","Patan International College","M8M8+QQH Patan International College, Lalitpur 44600, Nepal","27.6844258","85.31699429999999","1","3","Asia/Katmandu","http://patancollege.edu.np/","ChIJN3dTOsUZ6zkRXpjgaBtCeac","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19c53a537737:0xa779421b68e0985e","College","","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","Closed","Lalitpur, Nepal","false","","Open . Closes 5 PM",""
"0x39eb198d6e6634c5:0xe41ca7b5c8842b97","+97714111503","College of IT & Engineering","College of IT & Engineering, Subhidanagar, Tinkune 32, Kathmandu 44600, Nepal","27.6846805","85.34525649999999","70","3.7","Asia/Katmandu","http://cit.edu.np/","ChIJxTRmbo0Z6zkRlyuEyLWnHOQ","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb198d6e6634c5:0xe41ca7b5c8842b97","College","","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipOSv1L-J2RlRL8E4KOaImpOR6LX2p-V9_ATtnMW=w203-h135-k-no","Open . Closes 5 PM",""
"0x39eb1985d7ea801d:0x39137a1135981858","+97714110646","Central College","M8XX+3J9 Central College, Sinamangal Rd, Kathmandu 44600, Nepal","27.6976548","85.34911919999999","21","4","Asia/Katmandu","http://www.centralcollege.edu.np/","ChIJHYDq14UZ6zkRWBiYNRF6Ezk","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb1985d7ea801d:0x39137a1135981858","College","","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Open 24 hours","Kathmandu, Nepal","false","https://lh3.googleusercontent.com/gps-proxy/ALd4DhHZeLAul7SWPms8K39AC3PWFNMQGm3FI-pxcNn2YpPzy-5MJ59wtT_yPj4RRNgRv4kVgp1kyuLhzkXnCfzjxSTig6ZKn4vql53Mc2_jn7PVwKcVpo165yiZdh_GKhozIa-RBV5PID7LIU2UicZTeg2wnPsnMWum02l_UTKAV6iylyzIx2-4r_3mvjH_htS4AWf4RA=w203-h152-k-no","Open 24 hours",""
"0x39eb19f29781937b:0xc583bab634273b85","+97714785808","Chakrabarti Habi Education Academy College of Law","Chakrabarti Habi Education Academy College of Law, Bijulibazar, Kathmandu 44600, Nepal","27.691374399999997","85.3293836","52","4","Asia/Katmandu","","ChIJe5OBl_IZ6zkRhTsnNLa6g8U","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19f29781937b:0xc583bab634273b85","College","","6:30 AM-4:30 PM","6:30 AM-4:30 PM","6:30 AM-4:30 PM","6:30 AM-4:30 PM","6:30 AM-4:30 PM","6:30 AM-4:30 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipO5JuYrYtt8qk6SxEsCQK25khQtH8qSOkuYPtDs=w203-h154-k-no","Open . Closes 4:30 PM",""
"0x39eb190008c1a05b:0x79721eb4b62b3584","+9779851346279","College Bharna","M8XH+7VM College Bharna, Saras Marg, Kathmandu 44600, Nepal","27.698201299999997","85.3296833","1","5","Asia/Katmandu","https://collegebharna.com/","ChIJW6DBCAAZ6zkRhDUrtrQecnk","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb190008c1a05b:0x79721eb4b62b3584","Education center","","10 AM-5 PM","10 AM-5 PM","10 AM-5 PM","10 AM-5 PM","10 AM-5 PM","10 AM-5 PM","Closed","Kathmandu, Nepal","false","","Open . Closes 5 PM",""
"0x39eb190fffffffcf:0xcd79fd6c4087f48d","+97714112252","Padmashree College","Padmashree College, Tinkune, Kathmandu 44600, Nepal","27.687240199999998","85.3478358","121","4.2","Asia/Katmandu","https://www.padmashreecollege.edu.np/","ChIJz____w8Z6zkRjfSHQGz9ec0","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb190fffffffcf:0xcd79fd6c4087f48d","College, Education center, Educational institution, Information services, Private college, Technical school, University","","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","7 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipPHCA5sac39_YrvOeewe7I4RwM67hRsdwL6ivaf=w203-h135-k-no","Open . Closes 5 PM",""
"0x39eb19e0a3899f5b:0x24d5b09245caa694","+9779813688827","Sagarmatha College for Higher Studies","Sagarmatha College for Higher Studies, Kathmandu 44600, Nepal","27.704519899999998","85.3323363","","","Asia/Katmandu","http://smchs.edu.np/","ChIJW5-Jo-AZ6zkRlKbKRZKw1SQ","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19e0a3899f5b:0x24d5b09245caa694","Private college","","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipOmYBV6WU9NnfAtcTBRTINj1xOB1gCJ10tlUZ10=w203-h203-k-no","Open . Closes 5 PM",""
"0x39eb19b379749563:0x4f37ca168e15ea23","+97715901871","Dibyabhumi Multiple College","Dibyabhumi Multiple College, Lalitpur 44600, Nepal","27.688619","85.313814","44","4.7","Asia/Katmandu","http://www.dibyabhumi.edu.np/","ChIJY5V0ebMZ6zkRI-oVjhbKN08","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19b379749563:0x4f37ca168e15ea23","College","","7 AM-3 PM","7 AM-3 PM","7 AM-3 PM","7 AM-3 PM","7 AM-3 PM","7 AM-3 PM","Closed","Lalitpur, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipO0z20i58_FiqsRM8wbghRH3oMhLh-b2FH-9f5U=w203-h152-k-no","Open . Closes 3 PM",""
"0x39eb19b47317fc6f:0x8494d3950df5f633","+97714510113","Seed Financial Academy- Platinum Approved ACCA College","Seed Financial Academy- Platinum Approved ACCA College, Kathmandu 44600, Nepal","27.706234199999997","85.32442449999999","150","4.8","Asia/Katmandu","https://seedfinancial.edu.np/","ChIJb_wXc7QZ6zkRM_b1DZXTlIQ","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19b47317fc6f:0x8494d3950df5f633","College","","6:30 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","6 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipN_UQxIIUXZoY80hGq9YOss9mE80-xs6BqMURgs=w203-h135-k-no","Open . Closes 5 PM",""
"0x39eb198d4f333281:0xc8b73c4d4838f296","+97715199584","Himalayan White House Intl College","Himalayan White House Intl College, Kathmandu, Subidhanagar, Tinkune-32, Kathmandu 44600, Nepal","27.6834563","85.34685069999999","191","4","Asia/Katmandu","http://www.whitehouse.edu.np/","ChIJgTIzT40Z6zkRlvI4SE08t8g","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb198d4f333281:0xc8b73c4d4838f296","Private college, Educational institution","","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","6:30 AM-5 PM","Closed","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipNAUP4HCeDXJmtjxUKSq6qtbsO2DMRn1osgyqYp=w203-h135-k-no","Open . Closes 5 PM",""
"0x39eb19774250f1e1:0x20e454287c0f867e","+97714465707","Kailashkut Multiple Campus","P86V+7GV Kailashkut Multiple Campus, Kathmandu 44600, Nepal","27.710742","85.343797","19","3.8","Asia/Katmandu","","ChIJ4fFQQncZ6zkRfoYPfChU5CA","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19774250f1e1:0x20e454287c0f867e","Educational institution","","","","","","","","","Kathmandu, Nepal","false","https://lh5.googleusercontent.com/p/AF1QipM7nflieZCQ30aamgY1pt117jF3nRL4Nk3Fp2KD=w203-h152-k-no","",""
"0x39eb19383a471995:0x6685ecd3aac729a5","+97714599455","Stamford College Kathmandu","Stamford College Kathmandu, Kathmandu 44600, Nepal","27.6889127","85.34306029999999","","","Asia/Katmandu","https://www.stamford.edu.np/","ChIJlRlHOjgZ6zkRpSnHqtPshWY","https://www.google.com/maps/place/data=!3m1!4b1!4m2!3m1!1s0x39eb19383a471995:0x6685ecd3aac729a5","College","","","","","","","","","Kathmandu, Nepal","true","https://lh5.googleusercontent.com/p/AF1QipNLhzN6oxbiWTjJIq6T5gPXq4RkMzbwwaBh4iIg=w203-h135-k-no","",""
